|__SUBDIVISION,|__YEAR,|__ANNUAL,|__JF,|__MAM,|__JJAS,|__OND
Coastal Andhra Pradesh,1994,1155.1,24.6,83,574.4,473.1
Coastal Andhra Pradesh,1995,1352,30.1,289.6,646.6,385.8
Coastal Andhra Pradesh,1996,1210.9,9.3,51.9,829.4,320.3
Coastal Andhra Pradesh,1997,972.1,20.7,107.6,662.7,181
Coastal Andhra Pradesh,1998,1310.8,48.3,97.2,858,307.2
Coastal Andhra Pradesh,1999,825.1,2.8,85.4,554.7,182.2
Coastal Andhra Pradesh,2000,992.3,42.5,88.3,768.9,92.6
Coastal Andhra Pradesh,2001,1009.3,8.4,124.8,598.1,278
Coastal Andhra Pradesh,2002,703.2,28,77.1,435,163
Coastal Andhra Pradesh,2003,1096.8,25.6,72.3,634.1,364.9
Coastal Andhra Pradesh,2004,873.6,35.3,109.3,571.5,157.5
Coastal Andhra Pradesh,2005,1221.6,21.6,98,743.6,358.4
Coastal Andhra Pradesh,2006,1159.6,0,156.3,762.6,240.7
Coastal Andhra Pradesh,2007,1099.2,5.1,21.6,892.5,180
Coastal Andhra Pradesh,2008,1107.5,64.8,147.1,771.4,124.2
Coastal Andhra Pradesh,2009,790.5,0,65.1,528.8,196.5
Coastal Andhra Pradesh,2010,1712.4,24.1,181.2,954,553.1
Coastal Andhra Pradesh,2011,861.9,17.9,131.2,628.4,84.4
Coastal Andhra Pradesh,2012,1318.4,37.6,66.1,785,429.7
Coastal Andhra Pradesh,2013,1120.5,31.7,76.4,545,467.4
Coastal Andhra Pradesh,2014,874.9,1.5,128,519.7,225.7
Coastal Andhra Pradesh,2015,1010.9,2.5,71.9,793.6,142.8
Coastal Andhra Pradesh,2016,908.9,2.5,127.4,669.4,109.7
Coastal Andhra Pradesh,2017,892.7,1,52,668.8,170.9
Telangana,1901,827.7,48.7,75,616.4,87.7
Telangana,1902,630.4,0,18.2,532,80.2
Telangana,1903,1283.4,17.5,50.5,1042.9,172.4
Telangana,1904,526.7,0,26.3,456,44.4
Telangana,1905,724.9,4.3,72.6,628.4,19.6
Telangana,1906,855.2,23.7,16.5,744.8,70.2
Telangana,1907,843.7,4.3,72.3,758.1,8.9
Telangana,1908,982.8,38.3,12,931.8,0.8
Telangana,1909,769.5,6.3,29.1,729.2,4.8
Telangana,1910,975.9,0,29.2,799.9,146.8
Telangana,1911,662,0,16.4,606.7,39
Telangana,1912,743.8,37.5,26.9,638.1,41.3
Telangana,1913,732.2,13.4,42.6,631.3,44.9
Telangana,1914,1083.5,0,76.8,978.1,28.5
Telangana,1915,1022,24,123.3,729,145.7
Telangana,1916,1162.6,4.1,32,878.4,248.1
Telangana,1917,1206,65.5,119.9,907.3,113.4
Telangana,1918,554.7,20.2,96.4,390.3,47.8
Telangana,1919,894.6,44.8,89.9,543.4,216.6
Telangana,1920,437,7.4,57.6,347.1,24.9
Telangana,1921,1003.3,7.1,11,899.4,85.9
Telangana,1922,767.5,55.3,56.7,581.9,73.7
Telangana,1923,786.2,8.3,52,680.9,45
Telangana,1924,944.5,37,43.8,695.9,167.7
Telangana,1925,1167.9,0,147.6,821.6,198.7
Telangana,1926,763.5,48.1,96.8,577.6,41
Telangana,1927,1005.5,20.7,20.8,815.1,148.9
Telangana,1928,1006.4,15.8,79.7,799.4,111.5
Telangana,1929,790.5,70,24.4,635.6,60.3
Telangana,1930,835.8,14.7,20.6,676.2,124.3
Telangana,1931,1183.1,5.4,43.3,1000,134.5
Telangana,1932,949.9,40.3,44.6,772,92.9
Telangana,1933,1396.3,30.3,104.2,1064.3,197.4
Telangana,1934,927.9,0.1,19.6,851.1,57.1
Telangana,1935,898.5,19.6,46.3,786,46.6
Telangana,1936,1157,81.7,97.4,818.2,159.7
Telangana,1937,866.1,33.2,137.3,619.6,76
Telangana,1938,1175.3,41.3,58.6,1016.2,59.2
Telangana,1939,740,0,41.7,556.3,142.1
Telangana,1940,1082.6,0.5,136.4,850.6,95.1
Telangana,1941,594.4,19.9,27.2,496.7,50.7
Telangana,1942,906.9,23,62.7,794.7,26.4
Telangana,1943,899.3,15.8,62.9,755.3,65.2
Telangana,1944,960.5,13.7,103.4,688.7,154.7
Telangana,1945,1027.4,4.3,50.3,874,98.9
Telangana,1946,822.8,15.9,41.3,673.9,91.8
Telangana,1947,1005.5,31.4,15.9,897,61.1
Telangana,1948,915,8.3,40.1,718.6,148
Telangana,1949,1038.6,0.6,84.1,859.2,94.8
Telangana,1950,761.3,34.7,25.9,673.7,26.9
Telangana,1951,900.8,0,107.3,728.3,65.1
Telangana,1952,729.7,16.9,45.6,571.9,95.3
Telangana,1953,1272.1,5.1,30.5,1058.9,177.5
Telangana,1954,928.4,0,31.9,851.2,45.4
Telangana,1955,1203.2,1,40.5,1040,121.7
Telangana,1956,1120.5,2.2,60.6,904.1,153.5
Telangana,1957,983.2,7.7,75.8,824.1,75.6
Telangana,1958,1113.9,7.1,48.8,967.3,90.8
Telangana,1959,1224.1,1.4,20.3,1128,74.5
Telangana,1960,839.5,0.7,58.8,707.1,72.8
Telangana,1961,1146.5,6.9,60.6,864.1,215
Telangana,1962,1138.7,25.3,69.4,908.7,135.4
Telangana,1963,1010.1,0.3,48.5,870.1,91.2
Telangana,1964,887.5,0.2,8.3,830.1,48.9
Telangana,1965,778.9,3.5,13.9,761.3,0.1
Telangana,1966,970.9,19.8,13.2,831.9,106.1
Telangana,1967,942.1,0.3,72.3,810.6,58.8
Telangana,1968,748.7,31.5,58.5,560,98.7
Telangana,1969,1047.1,2.2,64.3,833.9,146.7
Telangana,1970,970.3,7.6,72.8,863,26.8
Telangana,1971,729.1,14.8,51,495.4,167.9
Telangana,1972,670.7,14.6,24.9,511.9,119.4
Telangana,1973,1042.5,0,13.7,800.4,228.4
Telangana,1974,830.4,0,41.7,521,267.6
Telangana,1975,1215.8,23.4,32.6,949.2,210.6
Telangana,1976,1035.6,0.2,37.3,958,40.1
Telangana,1977,808.6,0,52.6,661.5,94.5
Telangana,1978,1311.7,49.8,49.5,1130.8,81.7
Telangana,1979,791.7,32.7,62.5,634,62.5
Telangana,1980,922.6,0,29.1,869.9,23.6
Telangana,1981,1143.5,10.3,77.9,1010,45.3
Telangana,1982,933.2,5.8,63.6,747.8,116.1
Telangana,1983,1497.5,4.2,43.9,1255.4,194
Telangana,1984,742.8,15.5,19.7,614.4,93.3
Telangana,1985,785.9,5.7,33.9,636.1,110.3
Telangana,1986,1007.3,89.7,32.5,822.8,62.3
Telangana,1987,976.9,16.2,58.3,689.8,212.5
Telangana,1988,1544.9,6.5,31.1,1447.2,60.1
Telangana,1989,1161,0,45.9,1087.6,27.4
Telangana,1990,1425.7,8.3,196.1,1028.6,192.7
Telangana,1991,849.1,25.8,65,686.2,72.2
Telangana,1992,863.5,4.8,33.9,731.8,93.1
Telangana,1993,885.6,7,55.3,709,114.2
Telangana,1994,975.7,21.1,41.8,733.6,179.2
Telangana,1995,1286,99.3,73.6,767.9,345.3
Telangana,1996,986.8,7.9,49.4,836.1,93.4
Telangana,1997,856,23.5,84.9,565.9,181.7
Telangana,1998,1093,27.3,58.5,913.2,93.9
Telangana,1999,863.8,9.3,81.2,715.4,58
Telangana,2000,1078,17.5,66.1,965.3,29.1
Telangana,2001,922.3,8.5,66.4,694.3,153.1
Telangana,2002,765.3,28.9,47.3,609,80.1
Telangana,2003,963.2,10.7,43.8,794.5,114.2
Telangana,2004,667,52.2,69.8,509.1,35.9
Telangana,2005,1163.1,57.5,58.2,888.5,158.8
Telangana,2006,1053,0,127.5,862.7,62.8
Telangana,2007,843.3,0,9.4,780.2,53.8
Telangana,2008,1035.3,18.8,129.3,854.8,32.5
Telangana,2009,666.3,0,19.8,546.2,100.3
Telangana,2010,1276.4,15.5,32,1080.4,148.5
Telangana,2011,753.1,11.9,37.4,685.6,18.1
Telangana,2012,1008.6,6.7,22.6,857,122.3
Telangana,2013,1348.7,31.4,33,1059.2,225
Telangana,2014,746.4,3.1,141.9,560.2,41
Telangana,2015,857.3,17.5,132,690.1,17.6
Telangana,2016,1043.4,1.4,70.9,899.8,71.3
Telangana,2017,815.7,0,34.3,664.9,116.4
Rayalseema,1901,714,57.2,51,295.6,310.1
Rayalseema,1902,818.4,10.1,49.6,444.9,313.8
Rayalseema,1903,1138.2,30.1,84.1,555.3,468.7
Rayalseema,1904,433.4,14.8,67.6,219,132
Rayalseema,1905,703.4,13.3,79.6,372.9,237.6
Rayalseema,1906,912.6,122.4,18.5,496.8,274.9
Rayalseema,1907,640.4,1.1,97.7,283,258.7
Rayalseema,1908,617.1,10,51.4,369.3,186.4
Rayalseema,1909,870.6,89.2,147.6,591.4,42.4
Rayalseema,1910,1001.1,2.7,47,597.9,353.5
Rayalseema,1911,590.6,0,86.7,282.6,221.2
Rayalseema,1912,745.5,5.3,30.5,328,381.8
Rayalseema,1913,616.3,0.4,64.4,289.3,262.2
Rayalseema,1914,678.3,3.6,77.9,439.6,157.1
Rayalseema,1915,923.1,49.7,139.5,438.2,295.6
Rayalseema,1916,1047,1.3,40.8,601.2,403.7
Rayalseema,1917,933.1,40.1,75.6,506.6,310.8
Rayalseema,1918,645.8,63.2,90,253.8,238.7
Rayalseema,1919,890.5,24.8,88.4,494.9,282.3
Rayalseema,1920,674.8,80.7,39.4,308.3,246.4
Rayalseema,1921,743.6,43.2,49.8,416.6,234
Rayalseema,1922,770.3,36.9,64,233.1,436.3
Rayalseema,1923,515.8,31.6,59.3,291.5,133.6
Rayalseema,1924,684.3,9.8,50.9,417.7,205.9
Rayalseema,1925,865.5,0,150.1,361.1,354.3
Rayalseema,1926,682.6,57.4,80.9,411.2,133.2
Rayalseema,1927,682,4.8,31,434.2,212.1
Rayalseema,1928,711.3,40,56.9,344.6,269.8
Rayalseema,1929,696.6,21.3,66.7,314.6,294.1
Rayalseema,1930,995.5,49.5,185.5,314.1,446.4
Rayalseema,1931,719.2,0.2,64.9,362.3,291.8
Rayalseema,1932,635.8,17.2,62.9,338.3,217.4
Rayalseema,1933,678.2,1.7,71.9,336.2,268.4
Rayalseema,1934,611.5,21.5,52.4,307.5,230.1
Rayalseema,1935,782.3,9,42.2,512.3,218.7
Rayalseema,1936,695.6,32.1,73.7,362.2,227.6
Rayalseema,1937,775.4,9.5,125.6,334.8,305.5
Rayalseema,1938,674.4,6.7,61.3,572.2,34.2
Rayalseema,1939,798.2,17.4,101.4,337.2,342.2
Rayalseema,1940,904.6,0.4,160.3,390.1,353.8
Rayalseema,1941,653.5,12.9,45.8,291.4,303.3
Rayalseema,1942,536.9,0.7,43.3,324.8,168
Rayalseema,1943,1036.5,23.7,266.8,333.9,412.1
Rayalseema,1944,917.4,10.6,118,452,336.8
Rayalseema,1945,604.1,0,59.2,408.8,136.1
Rayalseema,1946,953.7,5.8,61.4,342.2,544.3
Rayalseema,1947,624.3,24.6,31.4,452,116.3
Rayalseema,1948,608.9,5.3,73.6,299.7,230.3
Rayalseema,1949,826.5,0,78,597.3,151.2
Rayalseema,1950,510.9,6.1,42.4,319.8,142.6
Rayalseema,1951,538.4,0.1,140.4,284,113.9
Rayalseema,1952,701.2,4.3,196.9,249.8,250.2
Rayalseema,1953,795.7,1.7,59,389.5,345.4
Rayalseema,1954,785.4,13.4,56.1,411.4,304.5
Rayalseema,1955,816.4,16.2,154.3,451.7,194.1
Rayalseema,1956,931,3.7,115.6,475.6,336
Rayalseema,1957,571.7,1.4,63.7,358.5,148.2
Rayalseema,1958,808.4,8.8,79.3,409.5,310.7
Rayalseema,1959,635.8,5.4,58.4,417.5,154.4
Rayalseema,1960,744,0.5,53.1,396.5,294
Rayalseema,1961,651.5,10.4,44.9,387.7,208.5
Rayalseema,1962,816.3,5.9,127.7,352.5,330.3
Rayalseema,1963,709.1,7.4,74.6,404.4,222.7
Rayalseema,1964,791.6,0,13.9,584.5,193.1
Rayalseema,1965,595.9,1.2,61.2,403.9,129.7
Rayalseema,1966,904.1,6.3,54.9,464.2,378.7
Rayalseema,1967,737.6,16.8,93.4,379.9,247.6
Rayalseema,1968,623.9,2.6,70.1,287,264.2
Rayalseema,1969,842.4,0,61.2,355.3,425.9
Rayalseema,1970,776.4,14.3,91.9,497.6,172.6
Rayalseema,1971,621.1,8.3,99.8,285,227.9
Rayalseema,1972,826,3.9,103,300.4,418.7
Rayalseema,1973,689.5,0,31.8,423.6,234
Rayalseema,1974,728.5,0,69.6,435.3,223.6
Rayalseema,1975,1041.6,0.9,55.5,513.4,471.8
Rayalseema,1976,817,0.9,26.3,444.5,345.3
Rayalseema,1977,866.6,0.8,95.2,377.4,393.2
Rayalseema,1978,869.3,9.1,64.1,481.3,314.8
Rayalseema,1979,813.4,22.6,103.6,356.8,330.4
Rayalseema,1980,573.7,0,37.7,311.1,224.8
Rayalseema,1981,785.2,7.9,70.3,487.1,219.9
Rayalseema,1982,595.6,0.9,49.2,287.2,258.2
Rayalseema,1983,943,1,63.2,630.3,248.6
Rayalseema,1984,733,87.5,51,340,254.7
Rayalseema,1985,685.8,17.7,29.8,336.4,301.9
Rayalseema,1986,580.9,83.3,26.2,276.3,195.2
Rayalseema,1987,769.5,5.1,48.5,328.3,387.6
Rayalseema,1988,842.3,1.1,99.9,606.5,134.8
Rayalseema,1989,693.7,0,51.5,469.1,173
Rayalseema,1990,930.7,7.6,163.8,396,363.3
Rayalseema,1991,967.5,11.5,64.9,468.9,422.3
Rayalseema,1992,596,7.7,58.6,293.2,236.6
Rayalseema,1993,887.1,6.7,77.6,403.2,399.6
Rayalseema,1994,690.5,18.6,71,271.6,329.3
Rayalseema,1995,874.3,32.9,159.6,501.6,180.1
Rayalseema,1996,1277.7,0.9,71.9,736.8,468.1
Rayalseema,1997,835,17.9,86.6,402.5,327.9
Rayalseema,1998,948.1,3.3,66,546.1,332.6
Rayalseema,1999,537.2,5.8,80.4,268.8,182.1
Rayalseema,2000,871.3,34.3,96.1,531.8,209.1
Rayalseema,2001,924.5,7.7,99.2,385.4,432.3
Rayalseema,2002,615.2,28.8,80.2,281.6,224.6
Rayalseema,2003,725.5,1.3,45.2,482.2,196.8
Rayalseema,2004,741.7,14.5,197.7,339.5,190.1
Rayalseema,2005,1066.4,14.9,101.6,418.6,531.2
Rayalseema,2006,638.1,0.2,105.2,345.7,187
Rayalseema,2007,980.6,0.5,21.2,665,294
Rayalseema,2008,798,25.1,109.1,339.8,323.9
Rayalseema,2009,688.2,0.5,61.1,386.4,240.3
Rayalseema,2010,963.5,5.5,79,573.8,305.2
Rayalseema,2011,738,12.8,67.6,408.2,249.4
Rayalseema,2012,715,2.7,74,376.2,262.1
Rayalseema,2013,762.6,31.9,77.3,443,210.5
Rayalseema,2014,551.8,0.9,64.2,331.5,155.2
Rayalseema,2015,1047.1,1.9,126.4,376,542.8
Rayalseema,2016,555.4,7.9,81.7,391.9,73.9
Rayalseema,2017,834.5,3.9,61.5,507.2,261.8
Tamil Nadu,1901,960.3,63.6,131.6,350.1,415
Tamil Nadu,1902,1138.2,77,131.7,306.7,622.9
Tamil Nadu,1903,1163.9,27.1,148.4,456.5,531.9
Tamil Nadu,1904,663.1,35.3,142.1,249.9,235.8
Tamil Nadu,1905,821.1,14,165.7,264.1,377.2
Tamil Nadu,1906,990.2,65.4,65.1,380,479.6
Tamil Nadu,1907,885.6,9.6,160.5,291.9,423.6
Tamil Nadu,1908,765,53.7,119.8,274.3,317.2
Tamil Nadu,1909,954.6,127.7,193.8,379.7,253.6
Tamil Nadu,1910,943.7,30.4,93.8,394.2,425.3
Tamil Nadu,1911,814.9,3.9,108.9,270.3,431.9
Tamil Nadu,1912,904.1,8.7,85.6,282.4,527.5
Tamil Nadu,1913,878.8,6.1,92.2,275.4,505.1
Tamil Nadu,1914,953.3,7.6,97.3,306.1,542.3
Tamil Nadu,1915,988.5,53.2,133,399.9,402.3
Tamil Nadu,1916,897.4,3.3,83.3,423.4,387.5
Tamil Nadu,1917,948.3,53.4,121.7,436.7,336.5
Tamil Nadu,1918,871.7,86.3,117.6,182.5,485.3
Tamil Nadu,1919,1028.6,23.7,129.7,352,523.2
Tamil Nadu,1920,1154.2,139,130.5,315.7,569
Tamil Nadu,1921,979.4,141.3,113.5,356.1,368.6
Tamil Nadu,1922,1080.5,60.1,137.5,256.7,626.2
Tamil Nadu,1923,834.1,138.5,107.5,213.8,374.3
Tamil Nadu,1924,895.1,30.4,136.9,426.7,301.2
Tamil Nadu,1925,1013.3,22.1,172.2,258.3,560.8
Tamil Nadu,1926,815.6,90.2,125.5,303.2,296.7
Tamil Nadu,1927,829.9,39.6,141.6,357.8,291
Tamil Nadu,1928,970.8,75.9,131.9,271.5,491.6
Tamil Nadu,1929,977.7,49.6,167.4,317.9,442.8
Tamil Nadu,1930,1275.4,113.9,221.4,268.7,671.4
Tamil Nadu,1931,1039.8,22.7,113,304.4,599.5
Tamil Nadu,1932,1109.8,32.6,179.8,324.6,572.8
Tamil Nadu,1933,1010.9,7.7,199.1,372,432.2
Tamil Nadu,1934,839.7,99.9,95.9,225.5,418.4
Tamil Nadu,1935,893.9,40,96.9,330.6,426.3
Tamil Nadu,1936,944.5,53,165.3,323.2,402.9
Tamil Nadu,1937,1020.1,27.4,182.7,317.2,492.8
Tamil Nadu,1938,783.2,53.3,133.7,417.5,178.6
Tamil Nadu,1939,1055.8,36.1,218.1,283,518.6
Tamil Nadu,1940,1178.5,1.6,226.9,334.8,615.2
Tamil Nadu,1941,1006.9,36.1,130.9,367.8,472.1
Tamil Nadu,1942,847.3,1.1,145.8,338.9,361.4
Tamil Nadu,1943,1187.3,130.5,287.3,298.4,471.1
Tamil Nadu,1944,1227.6,53,162.3,403.9,608.5
Tamil Nadu,1945,784,10.1,117.9,265.7,390.3
Tamil Nadu,1946,1294.1,20.8,168.4,344.7,760.2
Tamil Nadu,1947,939.5,74.3,188.2,420.7,256.4
Tamil Nadu,1948,906.7,61.6,118.4,318.4,408.3
Tamil Nadu,1949,840.7,11.6,161.2,419.7,248.1
Tamil Nadu,1950,747.5,70.4,83.1,298.1,296
Tamil Nadu,1951,855.1,12.6,224.9,322.5,295.1
Tamil Nadu,1952,716.4,61.4,97.1,219.2,338.7
Tamil Nadu,1953,968,28.8,148.5,396.5,394.2
Tamil Nadu,1954,1016.3,80.2,190.3,335.1,410.6
Tamil Nadu,1955,1060.6,37,245,337.4,441.1
Tamil Nadu,1956,989.7,23.4,70.4,369.6,526.3
Tamil Nadu,1957,866.9,11.5,111,263.6,480.8
Tamil Nadu,1958,852.5,18.1,191.3,308,335.2
Tamil Nadu,1959,894.3,38.5,119.7,305.3,430.8
Tamil Nadu,1960,1013.9,15.4,141.9,346.7,509.9
Tamil Nadu,1961,910.7,88.6,98,405.7,318.3
Tamil Nadu,1962,941.6,33.6,176.2,345.9,385.9
Tamil Nadu,1963,1072.8,81,140.7,346.8,504.3
Tamil Nadu,1964,910.6,2.7,83.8,399.1,424.9
Tamil Nadu,1965,921.8,9,114.8,351.4,446.6
Tamil Nadu,1966,1166.9,17.6,97.1,437.5,614.7
Tamil Nadu,1967,899.1,29.9,107.2,295.9,466.1
Tamil Nadu,1968,789.4,10.2,169.3,304.3,305.6
Tamil Nadu,1969,961.8,8.7,92.6,267.8,592.7
Tamil Nadu,1970,942.1,34,156.5,341.3,410.3
Tamil Nadu,1971,1047.6,30.4,154.2,370.9,492.2
Tamil Nadu,1972,1093.4,5.2,166.2,322.3,599.8
Tamil Nadu,1973,858.5,0.5,82.9,373.7,401.4
Tamil Nadu,1974,652.8,9.4,96.6,361.9,184.8
Tamil Nadu,1975,923.6,10.3,136.3,445,332
Tamil Nadu,1976,858.9,1.4,92.3,326.1,439.1
Tamil Nadu,1977,1246,26.2,160,353,706.9
Tamil Nadu,1978,998.8,12.6,102,300.2,584.1
Tamil Nadu,1979,1103.4,44.2,62.9,398.7,597.5
Tamil Nadu,1980,709.1,0.1,130.4,243,335.5
Tamil Nadu,1981,1045.9,10.1,132.6,466.3,436.8
Tamil Nadu,1982,678.6,0.3,92.5,240.1,345.7
Tamil Nadu,1983,1007.7,0.4,94.2,437.3,475.7
Tamil Nadu,1984,1023.8,165.9,168.7,382.4,306.8
Tamil Nadu,1985,1063.5,94.9,89.3,481.2,398.1
Tamil Nadu,1986,953,104.4,99.7,387.7,361
Tamil Nadu,1987,963.5,9.2,99.2,306.4,548.6
Tamil Nadu,1988,837.2,4,181.1,429.7,222.4
Tamil Nadu,1989,856.5,2.7,122.2,389.2,342.4
Tamil Nadu,1990,903.2,95,155.3,268.7,384.2
Tamil Nadu,1991,954.8,28.9,76.6,368.5,480.9
Tamil Nadu,1992,918.7,3.3,80.8,361.4,473.2
Tamil Nadu,1993,1082.3,7.1,67.7,314,693.5
Tamil Nadu,1994,905.9,34.6,120.5,264.2,486.6
Tamil Nadu,1995,843.4,27.1,195.2,366.4,254.7
Tamil Nadu,1996,1069.4,11.3,130.5,434.3,493.3
Tamil Nadu,1997,950.5,7.9,93.5,286.3,562.8
Tamil Nadu,1998,1079.7,12.5,83.6,419.6,564
Tamil Nadu,1999,922.6,32.3,135.3,249.6,505.3
Tamil Nadu,2000,972,104.7,105.6,403.9,357.8
Tamil Nadu,2001,483.4,32.7,151.8,149.5,149.3
Tamil Nadu,2002,318,25,45.7,94.2,153.1
Tamil Nadu,2003,348.5,4.4,54.8,136.6,152.6
Tamil Nadu,2004,1037.6,3.5,120.3,413.2,500.6
Tamil Nadu,2005,1365.3,15.2,233,334.8,782.3
Tamil Nadu,2006,927.9,15.5,150.2,280.6,481.6
Tamil Nadu,2007,1067.2,14.7,104.7,399.7,548
Tamil Nadu,2008,1203.4,40.8,250,321.5,591.2
Tamil Nadu,2009,928.5,7.9,157.2,280.4,482.9
Tamil Nadu,2010,1095.2,11.9,116.7,365.4,601.2
Tamil Nadu,2011,926.5,15.5,132.8,306.4,471.8
Tamil Nadu,2012,636.1,3.1,79.9,259.5,293.6
Tamil Nadu,2013,741.9,34.8,92.2,321.5,293.4
Tamil Nadu,2014,913,13.4,155.5,315.1,428.9
Tamil Nadu,2015,1204.6,10.6,242.8,285.9,665.3
Tamil Nadu,2016,535,3.3,111.9,253.9,166
Tamil Nadu,2017,973,38.4,126.1,414.6,393.9
Coastal Karnataka,1901,3056.9,2.4,144.7,2666.6,243.3
Coastal Karnataka,1902,3699.2,3.5,69.7,3262.6,363.5
Coastal Karnataka,1903,3317.4,0.7,206.9,2840.1,269.6
Coastal Karnataka,1904,3141.1,2.4,121.7,2889.1,127.9
Coastal Karnataka,1905,2652.3,0.2,89.4,2304.3,258.4
Coastal Karnataka,1906,2836,23,30.3,2575.2,207.5
Coastal Karnataka,1907,3535.2,7,113,3261.9,153.2
Coastal Karnataka,1908,3655.5,3.1,85,3508.1,59.3
Coastal Karnataka,1909,3172.9,5,210.1,2838.1,119.8
Coastal Karnataka,1910,3020.8,0,51.4,2724.7,244.8
Coastal Karnataka,1911,2522.3,0,74.2,2228.2,219.9
Coastal Karnataka,1912,3395.9,1.1,94.4,2999.1,301.4
Coastal Karnataka,1913,2836.3,0.4,85.3,2406.3,344.3
Coastal Karnataka,1914,3872.7,0,44.1,3563.4,265.2
Coastal Karnataka,1915,2648.7,2.3,126,2250.9,269.4
Coastal Karnataka,1916,3467.9,0,114.3,2889.7,463.9
Coastal Karnataka,1917,3424.1,29.8,70,2939.9,384.4
Coastal Karnataka,1918,2510.9,3.7,714.9,1544.7,247.7
Coastal Karnataka,1919,2918.1,0,76.8,2471.8,369.6
Coastal Karnataka,1920,2789.2,2.1,102,2519,166.1
Coastal Karnataka,1921,3007.4,13,84.5,2740,170
Coastal Karnataka,1922,3332.6,9.7,168.2,2975.6,179.1
Coastal Karnataka,1923,3681.1,1,94.7,3528.5,56.9
Coastal Karnataka,1924,3528.9,0,108,3290.5,130.4
Coastal Karnataka,1925,3581.3,0,214.6,3108.7,258.1
Coastal Karnataka,1926,2956.4,14.3,22.6,2771.7,147.7
Coastal Karnataka,1927,3216.4,0,102.2,2852.3,261.9
Coastal Karnataka,1928,3339.6,29.4,75,2897.4,337.7
Coastal Karnataka,1929,3663.6,2.2,222.8,3095,343.5
Coastal Karnataka,1930,2913,1.4,190.8,2439.7,281
Coastal Karnataka,1931,3842.4,0,120.9,3374.8,346.7
Coastal Karnataka,1932,3423.4,0,280.8,2661,481.6
Coastal Karnataka,1933,4139.5,0.1,426.3,3342.4,370.7
Coastal Karnataka,1934,3011.8,8,41.5,2785.3,176.9
Coastal Karnataka,1935,2886,2,37.1,2580.2,266.8
Coastal Karnataka,1936,3324.7,0.9,176.6,2815.1,332.1
Coastal Karnataka,1937,3314.2,0,146.1,2912.3,255.8
Coastal Karnataka,1938,3150.9,0,197,2779.4,174.5
Coastal Karnataka,1939,2744.2,0,49.7,2388.2,306.2
Coastal Karnataka,1940,3723.9,0.1,158,3217.3,348.5
Coastal Karnataka,1941,2515.1,5.3,84.1,2246,179.7
Coastal Karnataka,1942,3502.6,1.7,149.9,3172.8,178.1
Coastal Karnataka,1943,3577.2,24.1,463.6,2712.2,377.2
Coastal Karnataka,1944,2984.5,0.7,128,2494.5,361.3
Coastal Karnataka,1945,3079.3,2.6,44.1,2908.7,123.8
Coastal Karnataka,1946,4041.4,1.5,126.4,3546.3,367.2
Coastal Karnataka,1947,3338,10.9,77.7,3167.3,82
Coastal Karnataka,1948,3626.6,16.5,130.1,3226.2,253.7
Coastal Karnataka,1949,3362.4,3.3,306.3,2872.1,180.8
Coastal Karnataka,1950,3766.1,1,93.4,3481,190.8
Coastal Karnataka,1951,3124.3,0,127,2733.6,263.6
Coastal Karnataka,1952,2896.6,0.5,120.2,2414.8,361.1
Coastal Karnataka,1953,3463.3,0.3,56.8,3089.9,316.3
Coastal Karnataka,1954,3821.5,0.5,172.5,3502.2,146.2
Coastal Karnataka,1955,3552.5,0.3,394.9,2762.4,394.9
Coastal Karnataka,1956,3856.6,0.8,492.1,2944.5,419.1
Coastal Karnataka,1957,3174.8,0,178.1,2658.7,338
Coastal Karnataka,1958,3687.4,0.6,233.1,3287.9,165.9
Coastal Karnataka,1959,4330.8,0,234.8,3947.1,148.9
Coastal Karnataka,1960,3504.2,0,442.9,2804.7,256.6
Coastal Karnataka,1961,5553.9,0,683.6,4536.9,333.4
Coastal Karnataka,1962,4017.7,3.6,391.1,3207.7,415.3
Coastal Karnataka,1963,3171.3,1.8,153,2764.7,251.8
Coastal Karnataka,1964,3140.5,0,31.8,2837.8,271
Coastal Karnataka,1965,2831.1,2.5,49.4,2574.2,205
Coastal Karnataka,1966,2976.6,3.7,208.6,2278.2,486.2
Coastal Karnataka,1967,3181.8,2,105.3,2937.8,136.8
Coastal Karnataka,1968,3461,2,69.1,3138.3,251.5
Coastal Karnataka,1969,3342.9,0,95.8,2989.6,257.5
Coastal Karnataka,1970,4042,0,293.3,3562.2,186.5
Coastal Karnataka,1971,3235.2,0.1,292.2,2878.4,64.6
Coastal Karnataka,1972,2856.9,0.5,170.5,2439.8,246.1
Coastal Karnataka,1973,3126,0,98.3,2842,185.7
Coastal Karnataka,1974,3433.5,0,199.4,3044.1,190
Coastal Karnataka,1975,4300,0.3,118,3919.1,262.6
Coastal Karnataka,1976,2933.9,0,64.2,2670.6,199.1
Coastal Karnataka,1977,3379,1.9,144.2,2853.6,379.3
Coastal Karnataka,1978,3862.9,0.8,263.4,3387.2,211.5
Coastal Karnataka,1979,2823.4,1,24,2556,242.4
Coastal Karnataka,1980,3762,0,136.5,3455.2,170.3
Coastal Karnataka,1981,3848.6,0.7,76.9,3591,179.9
Coastal Karnataka,1982,4090.9,0.3,91.1,3798.2,201.2
Coastal Karnataka,1983,3942.2,0,24.4,3701.5,216.4
Coastal Karnataka,1984,3359,10.3,104.9,3004.6,239.2
Coastal Karnataka,1985,3015.7,5.3,91.4,2621.3,297.8
